Target Churn,Target Code,Current Bill Amt,Avg Calls,Avg Calls Weekdays,Account Age,Percent Increase MOM,Acct Plan Subtype,Complaint Code,Avg Days Delinquent,Current TechSupComplaints,Current Days OpenWorkOrders,Equipment Age,Condition of Current Handset,Avg Hours WorkOrderOpenned
Churn,1,23616,13804.6667,34159,26,-0.7010309,Silver,Call Quality,17,3,0,26,1,0
Churn,1,12712,2238,58623.3333,25,-0.3474026,Silver,Billing Problem,15.3,3,0,18,1,0
Churn,1,6187,1251.33333,5153,25,0.37614679,Silver,Billing Problem,16.9,3,0,25,1,0
Churn,1,9373,17929.6667,108500,25,-0.6478219,Silver,Billing Problem,18.3,3,0,4,1,0
Churn,1,13651,25938,24204.6667,25,-0.918239,Silver,Billing Problem,34,3,0,9,1,0
No Churn,0,12966,17583.6667,46931.6667,25,-0.0737952,Silver,Check Account,0,3,0,5,1,0
Churn,1,68510,12771,55499,24,-0.5488722,Silver,Billing Problem,40,3,0,7,1,0
Churn,1,12712,1512.66667,7706.66667,24,1.70873786,Silver,Call Quality,27,3,0,23,1,0
Churn,1,39308,6938.33333,15226.3333,24,-0.5997321,Silver,Billing Problem,29.3,3,0,24,1,47
No Churn,0,21610,4990.33333,23069.6667,24,-0.2992512,Silver,Billing Problem,37.2,3,0,10,1,0
Churn,1,3894,6268,9590,23,-0.8973579,Gold,Billing Problem,19.8,3,0,23,1,23.6666667
No Churn,0,21939,4052,13171,23,-0.0162791,Silver,Billing Problem,15.8,3,0,10,1,0
Churn,1,12712,4045.66667,19587,22,-0.4345228,Silver,Billing Problem,27,3,0,1,1,0
No Churn,0,8438,2562,16197.6667,22,-0.25,Gold,Billing Problem,3.7,3,0,20,1,0
Churn,1,42401,17164,37062.6667,22,0.07414204,Silver,Call Quality,9.4,3,14,4,1,0
Churn,1,21003,9744.66667,33793,22,0.3600513,Silver,Billing Problem,28.3,3,0,21,1,0
No Churn,0,23415,18488.3333,52606.6667,22,0.08894464,Silver,Billing Problem,8.8,3,0,11,1,9.33333333
Churn,1,6565,3331.66667,36447.6667,21,-0.9568286,Silver,Call Quality,23.3,3,0,13,1,24.3333333
Churn,1,17734,14372,75856.3333,21,-1,Silver,Billing Problem,9,3,0,21,1,0
No Churn,0,13007,11979.6667,20930.3333,21,-0.5879613,Silver,Billing Problem,2.6,3,0,10,1,0
Churn,1,33538,19002.6667,67524.3333,21,-0.1096271,Silver,Billing Problem,12.3,3,0,6,1,0
Churn,1,12288,3561.66667,27170.6667,20,-0.368125,Silver,Billing Problem,23.3,3,0,20,1,0
No Churn,0,28611,7595,39456.3333,20,0.24606299,Silver,Call Quality,44.8,3,0,11,1,0
Churn,1,23734,0,0,20,-0.9759189,Silver,Billing Problem,23.6,3,0,17,1,0
Churn,1,59522,12408.6667,52165.3333,19,-0.0811069,Silver,Billing Problem,13,3,176,3,1,0
Churn,1,15961,16258,33915.3333,19,-0.9049474,Silver,Billing Problem,6.2,3,0,5,1,7.66666667
No Churn,0,21943,3841.66667,16507.6667,19,-0.5104167,Silver,Billing Problem,10.8,3,0,18,1,0
No Churn,0,28580,7591,18592.3333,18,-0.1440448,Silver,Billing Problem,12,3,0,7,1,0
No Churn,0,10550,4068,16988.6667,18,0.00832838,Silver,Billing Problem,4.2,3,10,3,1,0
No Churn,0,15500,15411.3333,17369.3333,18,-0.4068962,Silver,Moving,1,3,0,18,1,33.3333333
No Churn,0,17479,16061.3333,47050,18,-0.4526295,Silver,Call Quality,12,3,0,4,1,0
Churn,1,18200,7842.33333,40140.3333,18,-0.0960566,Silver,Call Quality,20,3,0,4,1,0
Churn,1,101149,23804,159010,18,-0.4441539,Silver,Billing Problem,27.3,3,0,18,1,0
No Churn,0,12961,11179,17387,17,-0.0988637,Silver,Moving,18,3,0,4,1,0
Churn,1,43306,21460,66222.3333,17,-0.9943609,Silver,Call Quality,21.2,3,0,17,1,0
Churn,1,45199,12184,119588.333,17,-0.3836482,Silver,Call Quality,39,3,17,17,1,0
No Churn,0,22441,20714.6667,79334.3333,17,-0.2325186,Silver,Moving,9,3,4,5,1,0
Churn,1,36597,22867.6667,153938.333,17,-0.5504353,Silver,Billing Problem,30,3,102,17,1,0
Churn,1,10169,3241.66667,4548,17,-0.1147541,Silver,Call Quality,9.7,3,0,17,1,29.6666667
No Churn,0,39805,4055.66667,76631,16,-0.4553639,Silver,Billing Problem,13.3,3,0,3,1,0
No Churn,0,34548,7395,73380.6667,16,0.04215346,Silver,Billing Problem,8.5,3,0,16,1,150
No Churn,0,61481,6864.33333,46891,16,0.69395581,Silver,Moving,3,3,0,1,1,0
Churn,1,29711,23364,61983.6667,15,-0.3659575,Silver,Billing Problem,26.8,3,0,1,1,0
Churn,1,16636,1423.66667,6270,15,-0.8996469,Gold,Billing Problem,11,3,0,3,1,12.3333333
No Churn,0,15744,1153,10893.6667,30,1.39975218,Silver,Billing Problem,17.6,4,0,9,1,0
Churn,1,21186,13140.3333,48345,38,-0.994012,Silver,Call Quality,22,4,0,5,1,67.25
No Churn,0,21947,7777,40376,38,-0.0645315,Silver,Moving,4.7,4,0,8,1,0
Churn,1,11862,11416,42815.6667,37,-0.2579666,Gold,Call Quality,17,4,0,3,1,0
Churn,1,33210,17929.3333,61982.3333,31,-0.5531469,Silver,Billing Problem,19.8,4,0,5,1,5.75
No Churn,0,17330,34622,37875.6667,30,-0.5330347,Silver,Billing Problem,31,4,0,0,1,0
No Churn,0,30104,21136.3333,49126.3333,35,-0.9923175,Gold,Call Quality,29,4,0,3,1,19.5
Churn,1,19072,12846.6667,33991.6667,35,-0.4575931,Gold,Inaccurate Sales Inf,0,4,0,2,1,0
No Churn,0,17249,6305.66667,27216,35,0.28950355,Silver,Billing Problem,23.3,4,0,24,1,0
No Churn,0,6604,718,4445.33333,35,0,Gold,Billing Problem,5,4,0,12,1,30
Churn,1,11075,11184.3333,24337.6667,35,0.22828199,Silver,Moving,8.3,4,0,0,1,0
No Churn,0,18425,8604,64088,34,0.52285134,Silver,Billing Problem,12.6,4,0,11,1,0
Churn,1,4305,1185.66667,24584.6667,22,-0.725,Gold,Call Quality,34,4,0,13,1,42.5
No Churn,0,20339,23154.6667,65514.3333,32,0.14060166,Silver,Billing Problem,20,4,0,8,1,0
Churn,1,16861,14094.6667,33342,29,-0.8899859,Silver,Call Quality,32.7,4,0,28,1,0
No Churn,0,11822,2984,12246,28,0.74257426,Silver,Moving,17,4,0,5,1,0
No Churn,0,4263,8586.66667,36219.3333,28,0.2683432,Silver,Moving,0,4,0,0,1,0
Churn,1,34006,20471.6667,56883.6667,27,-0.9874791,Silver,Call Quality,17.7,4,0,9,1,0
No Churn,0,15254,10696.6667,24720.3333,27,0.09778339,Silver,Billing Problem,22.4,4,0,12,1,0
No Churn,0,15013,9449.66667,44996,26,-0.9183432,Silver,Billing Problem,7.4,4,0,7,1,0
Churn,1,10095,2888.66667,10045.6667,25,0.72966026,Silver,Call Quality,13,4,0,25,1,0
Churn,1,20386,4341.33333,6649.33333,25,1.96703297,Gold,Billing Problem,28.2,4,0,25,1,16.75
No Churn,0,24165,3086,22113.3333,24,0.08473575,Silver,Check Account,0,4,0,6,1,23.75
Churn,1,33568,220.666667,1944.66667,24,2.92727273,Silver,Billing Problem,18.2,4,0,0,1,0
No Churn,0,13153,8394,26486.6667,23,0.23447205,Silver,Billing Problem,6.7,4,48,11,1,280
Churn,1,36295,26097.3333,93507,23,-1,Silver,Call Quality,8,4,0,5,1,0
No Churn,0,10550,7083.66667,24969,22,0.12258065,Silver,Billing Problem,5.3,4,0,22,1,0
No Churn,0,13212,1398.66667,27687.6667,21,0.12039312,Silver,Moving,4.3,4,0,21,1,0
Churn,1,15462,11181.3333,35759.3333,21,-0.982699,Silver,Billing Problem,8.3,4,0,8,1,0
Churn,1,20015,11000.6667,52469.6667,21,0.04765792,Silver,Call Quality,22,4,0,4,1,0
Churn,1,13485,20044.6667,69379.6667,20,-0.5449298,Silver,Billing Problem,14.5,4,0,14,1,19.5
Churn,1,16231,20002.3333,61581.3333,18,-0.6577815,Silver,Billing Problem,29.2,4,0,0,1,6.25
Churn,1,19353,11774.3333,25479,17,-0.9558824,Gold,Call Quality,12,4,0,20,1,0
Churn,1,67619,42553,119765.667,15,-0.9459114,Silver,Billing Problem,10,4,0,15,1,0
No Churn,0,6986,4132,15080.3333,15,-0.0064378,Silver,Billing Problem,5.6,4,0,14,1,0
Churn,1,68270,3698,24481.6667,15,4.13728179,Silver,Billing Problem,20.5,5,152,3,1,0
No Churn,0,13102,6490,87369.6667,16,-0.0864837,Silver,Billing Problem,16.6,5,2,4,1,10
No Churn,0,57090,0,0,29,0.96793003,Gold,Billing Problem,8.8,5,0,17,1,30.8
No Churn,0,16184,14164,47175.3333,36,0.20599251,Silver,Billing Problem,7,5,0,2,1,5
No Churn,0,16198,8219.33333,33201,31,-0.1463651,Silver,Billing Problem,4,5,0,1,1,0
Churn,1,19961,13933.6667,63881.3333,24,-0.3337563,Silver,Call Quality,17.2,5,19,5,1,0
No Churn,0,16024,14209.3333,64673,29,0.1979823,Silver,Billing Problem,16,5,0,3,1,28.4
No Churn,0,141202,67721,255527,27,0.07365145,Silver,Billing Problem,10.8,5,0,4,1,0
No Churn,0,31541,12946.3333,63127.3333,19,1.27511962,Silver,Billing Problem,22.2,5,3,3,1,0
Churn,1,14626,5995.33333,12956.6667,24,-0.8250655,Silver,Billing Problem,14.3,5,0,12,1,0
No Churn,0,21860,6017.33333,59493.3333,23,-0.1943987,Silver,Billing Problem,7,5,0,22,1,0
Churn,1,14392,8027,137095,20,-0.9826827,Silver,Billing Problem,5.5,5,0,7,1,0
No Churn,0,22486,23806.3333,97338.3333,20,-0.2824477,Silver,Billing Problem,11.4,5,0,7,1,0
Churn,1,23650,6795,54124.3333,18,-0.8735105,Silver,Call Quality,16.3,5,0,3,1,0
Churn,1,76617,17160.6667,71746.3333,17,-0.5832113,Silver,Billing Problem,20.2,5,0,13,1,0
No Churn,0,21090,3566,31153,16,-0.1590129,Silver,Billing Problem,12.6,5,0,2,1,0
No Churn,0,17585,11197.6667,141157.333,15,-0.2329806,Silver,Billing Problem,5.2,5,12,2,1,12.2
Churn,1,85527,18871.6667,103446,32,0.06508876,Silver,Billing Problem,11,6,0,5,1,0
No Churn,0,23664,16280.6667,55087.3333,30,0.44355428,Silver,Billing Problem,14.6,6,0,15,1,5.16666667
No Churn,0,23459,3808.66667,22352.3333,31,0.00632911,Silver,Billing Problem,2,6,9,6,1,22.8333333
Churn,1,22145,6054,70797.6667,29,-0.827451,Silver,Billing Problem,12.4,6,0,9,1,0
No Churn,0,3347,10613,18633,28,-0.2684729,Gold,Check Account,0,6,0,4,1,0
Churn,1,33116,28652,120645.333,27,-0.2477981,Silver,Billing Problem,18,6,0,3,1,0
No Churn,0,28466,5488.66667,84563.6667,28,-0.1520141,Silver,Check Account,0,6,0,14,1,0
Churn,1,10169,581,20751.3333,26,2.00940439,Silver,Check Account,8,6,0,26,1,4.66666667
Churn,1,13569,3216.66667,22236.6667,22,-0.2766242,Silver,Billing Problem,21,6,0,7,1,5.66666667
No Churn,0,33514,10119,61845,22,0.32967033,Silver,Moving,0,6,0,22,1,23.8333333
Churn,1,24275,5183,47968.3333,22,0.28364886,Silver,Billing Problem,11.6,6,0,8,1,0
Churn,1,17371,3152.33333,70592.6667,21,0.10841501,Silver,Call Quality,36.5,6,0,4,1,0
No Churn,0,7729,8899.33333,21814.3333,21,0.2633492,Silver,Moving,0,6,0,2,1,0
No Churn,0,13263,5975,14318.3333,20,-0.8062992,Silver,Call Quality,18.8,6,0,8,1,0
No Churn,0,10169,6201.33333,45901.3333,21,-0.6127332,Silver,Billing Problem,24.5,7,0,2,1,3.57142857
Churn,1,16700,22672.3333,87170.3333,17,-0.4899217,Silver,Billing Problem,12.4,7,0,17,1,15.7142857
No Churn,0,49148,7737.33333,25830.6667,16,1.53576688,Silver,Call Quality,42,7,0,3,1,0
Churn,1,17558,15675,41938.3333,23,-0.3175,Silver,Billing Problem,19.7,8,0,29,1,0
Churn,1,22368,17644.3333,23387,22,0.21649792,Silver,Billing Problem,13.8,8,0,7,1,0
Churn,1,15504,1334.66667,17812.3333,15,-0.7126836,Silver,Call Quality,29,8,0,1,1,16.5
No Churn,0,4364,1390.66667,27329.6667,33,0.22533081,Silver,Billing Problem,9.5,9,0,13,1,7.66666667
No Churn,0,14544,10272.6667,82433.6667,22,-0.390992,Silver,Billing Problem,5.6,9,0,19,1,0
No Churn,0,30131,27090.6667,93245,21,-0.1240576,Silver,Call Quality,35,9,0,20,1,0
Churn,1,23425,7133.66667,43196.3333,34,-1,Silver,Billing Problem,22,11,0,5,1,1.90909091
No Churn,0,8474,6688,13397,38,-0.2541731,Silver,Moving,5,0,0,0,2,0
No Churn,0,13270,4706.66667,34189.3333,38,-0.2812983,Silver,Billing Problem,7.8,0,107,4,2,0
No Churn,0,16949,12706,100908.667,31,-0.2098501,Silver,Check Account,0,0,0,0,2,0
No Churn,0,21606,6982,36144.6667,26,0.16302953,Silver,Billing Problem,21.5,0,36,6,2,0
No Churn,0,4875,7272,60964.3333,37,-0.5708029,Gold,Moving,3.3,0,0,15,2,0
No Churn,0,18631,13831.3333,78705.6667,34,-0.1298429,Silver,Billing Problem,1.8,0,239,12,2,0
Churn,1,15511,11714.3333,57736,37,-1,Silver,Call Quality,11.8,0,0,3,2,0
No Churn,0,17314,3345.66667,24248,37,-0.0759494,Silver,Moving,6.8,0,0,12,2,0
No Churn,0,20594,1330.66667,8543.66667,22,-0.0896552,Gold,Billing Problem,9,0,21,15,2,0
No Churn,0,14845,8055.33333,17024.6667,36,-0.0856574,Silver,Billing Problem,1.7,0,0,0,2,0
No Churn,0,7978,671,10764.6667,35,0.46341463,Gold,Billing Problem,1,0,8,4,2,0
Churn,1,10161,3426,17012.6667,35,-1,Gold,Billing Problem,14.3,0,13,5,2,0
No Churn,0,12712,3073.33333,10142.6667,28,0.03184713,Silver,Billing Problem,7,0,0,27,2,0
No Churn,0,15254,1704.33333,2517.66667,25,-0.0921053,Gold,Check Account,0,0,42,13,2,0
No Churn,0,62152,23405.6667,57933,20,-0.8491803,Silver,Billing Problem,17,0,0,10,2,0
No Churn,0,12306,9687,33683,33,0.00471698,Silver,Billing Problem,4.3,0,0,20,2,0
No Churn,0,20466,30199.3333,42870.3333,33,0.6358228,Silver,Call Quality,7,0,21,5,2,0
Churn,1,22356,73.3333333,88.6666667,32,-1,Gold,Call Quality,12,0,0,32,2,0
No Churn,0,44364,1848,16429.3333,32,-0.2125,Silver,Billing Problem,6.3,0,19,16,2,0
No Churn,0,15426,5718,13035.6667,31,0.26575342,Silver,Billing Problem,7.7,0,0,9,2,0
Churn,1,10635,398.666667,1199,31,-1,Silver,Call Quality,41.8,0,181,10,2,0
Churn,1,26408,14217.6667,50990.3333,31,0.1429735,Silver,Billing Problem,13.2,0,0,16,2,0
No Churn,0,14584,9169.33333,31400.6667,29,0.07784431,Silver,Billing Problem,8.6,0,0,9,2,0
No Churn,0,17623,6105.66667,9516.66667,28,-1,Silver,Billing Problem,17.8,0,0,28,2,0
Churn,1,26747,43458,116536.667,20,-0.9949395,Silver,Billing Problem,17.2,0,124,1,2,0
Churn,1,14008,10364.6667,60342.3333,21,-0.4741585,Silver,Call Quality,24.2,0,0,21,2,0
No Churn,0,18127,6122.33333,38931,28,-0.0919311,Silver,Billing Problem,6.5,0,0,28,2,0
No Churn,0,12712,1155.66667,4139.66667,27,-0.0977444,Silver,Billing Problem,0,0,0,27,2,0
No Churn,0,20631,13260.6667,40807.3333,27,-0.1139328,Silver,Billing Problem,11.4,0,0,19,2,0
Churn,1,30840,277.666667,1479.66667,27,-1,Silver,Billing Problem,9,0,0,19,2,0
No Churn,0,4342,9954,33711.6667,26,-0.0121924,Silver,Billing Problem,7.2,0,0,15,2,0
Churn,1,13135,18307.3333,29014,26,-0.6907776,Silver,Call Quality,20.3,0,0,18,2,0
No Churn,0,17011,15652.6667,26838.3333,25,0.05975395,Silver,Billing Problem,8.8,0,0,14,2,0
Churn,1,10274,5168.66667,34196,24,2.38709677,Silver,Call Quality,20,0,0,18,2,0
No Churn,0,13995,4635,23604,24,-0.0462911,Silver,Billing Problem,1,0,0,24,2,0
Churn,1,13499,10991.6667,19696.6667,23,-0.9955882,Silver,Call Quality,13.6,0,0,19,2,0
Churn,1,63056,17930,45079.6667,23,-0.7967245,Silver,Billing Problem,7.2,0,0,13,2,0
Churn,1,31798,19519.3333,38411,23,-0.6807438,Silver,Billing Problem,14.2,0,0,3,2,0
No Churn,0,19698,6633,25374.6667,22,-0.2398649,Silver,Moving,0,0,0,13,2,0
No Churn,0,19896,11821.3333,23730.3333,22,0.78753994,Silver,Billing Problem,8.4,0,3,20,2,0
Churn,1,20176,3341.66667,5116.66667,22,-1,Silver,Billing Problem,10.3,0,0,16,2,0
Churn,1,31702,16904.6667,48997.3333,22,0.17619926,Silver,Call Quality,21.3,0,0,22,2,0
No Churn,0,15115,4811.33333,24381.3333,22,0.24324324,Silver,Call Quality,15.7,0,109,8,2,0
No Churn,0,9137,13996.3333,27748,22,0.32676107,Silver,Billing Problem,12.5,0,0,17,2,0
No Churn,0,27123,3766.66667,3900,22,0.02564103,Gold,Billing Problem,13.4,0,0,12,2,0
Churn,1,19549,4550.66667,14068,21,0.20072771,Silver,Billing Problem,8,0,0,20,2,0
Churn,1,44375,6094,52197.6667,20,-0.4145455,Silver,Billing Problem,16.8,0,165,9,2,0
Churn,1,14693,8433.33333,17094.3333,20,0.18367347,Gold,Billing Problem,20.5,0,0,8,2,0
Churn,1,27563,9861.33333,34695.3333,20,-1,Silver,Call Quality,16,0,100,19,2,0
Churn,1,27882,11044,49647.3333,20,-0.6880751,Silver,Billing Problem,16.6,0,117,14,2,0
Churn,1,14173,3964.33333,10606.6667,20,0.14503817,Silver,Call Quality,54.8,0,0,18,2,0
No Churn,0,17877,516.666667,8658.66667,19,0.16470588,Silver,Billing Problem,8,0,15,19,2,0
Churn,1,13368,6241.66667,29543,19,0.5,Silver,Call Quality,21.4,0,0,14,2,0
No Churn,0,14732,2900.66667,15136.6667,18,-0.2035025,Silver,Moving,4.5,0,33,18,2,0
Churn,1,21662,1977.33333,7028.66667,18,3.0625,Silver,Billing Problem,26.8,0,0,17,2,0
Churn,1,10589,1251.66667,5657.66667,17,-0.9867841,Gold,Call Quality,12.8,0,0,13,2,0
Churn,1,12791,4904.33333,20995.3333,16,-0.5691743,Silver,Billing Problem,19.3,0,0,16,2,0
Churn,1,12458,25145.6667,112924.333,15,-1,Silver,Billing Problem,21.5,0,0,5,2,0
Churn,1,15254,1436,15864.6667,15,-0.7414673,Silver,Billing Problem,9.6,0,0,15,2,0
Churn,1,22582,1432.33333,1731,21,-1,Gold,Billing Problem,9,1,155,21,2,32
No Churn,0,24701,16655.3333,31662.6667,36,-0.0955235,Silver,Billing Problem,12.5,1,16,3,2,0
Churn,1,18520,491.666667,3802,35,0,Silver,Billing Problem,16.5,1,0,30,2,0
Churn,1,17326,2656.33333,16016,31,-1,Silver,Call Quality,41.8,1,0,11,2,0
Churn,1,15728,12157,45001,28,-0.155496,Silver,Billing Problem,13.7,1,0,10,2,0
No Churn,0,16038,4366.33333,18118.6667,28,0.2,Silver,Moving,3.2,1,0,27,2,0
No Churn,0,21941,1014.33333,18816.3333,27,0.04296875,Silver,Check Account,15.5,1,0,5,2,0
Churn,1,10169,2215.66667,40897,27,-1,Silver,Inaccurate Sales Inf,15,1,0,23,2,0
No Churn,0,25040,12104.3333,43330,20,-0.3776978,Silver,Billing Problem,7.3,1,15,14,2,0
No Churn,0,10169,2296.66667,8640.66667,17,-0.0858369,Silver,Inaccurate Sales Inf,0,1,27,0,2,28
No Churn,0,10169,2799,9090,28,-0.2941176,Gold,Billing Problem,1,2,8,4,2,35
Churn,1,13017,13244.3333,27959.6667,28,0.85904255,Silver,Billing Problem,42.3,2,189,24,2,0
Churn,1,2119,4639.66667,12134.3333,26,-1,Gold,Call Quality,21.5,2,0,14,2,0
No Churn,0,15254,3361.33333,23942,19,-0.0192308,Silver,Call Quality,11.8,2,0,1,2,0
No Churn,0,17311,18308.6667,38135.6667,17,-0.2628243,Silver,Call Quality,7,2,0,0,2,0
No Churn,0,22784,4118.66667,7738.33333,18,0.43298969,Silver,Billing Problem,13.3,0,2,6,3,0
No Churn,0,13609,12055.6667,31725.3333,24,0.18435754,Silver,Billing Problem,23.5,0,0,2,3,0
Churn,1,8663,14730.6667,63019.3333,22,-0.4388731,Silver,Billing Problem,29.8,0,7,6,3,0
Churn,1,36168,3008.66667,49803.3333,19,-0.4635762,Silver,Billing Problem,15.2,0,17,5,3,0
No Churn,0,11563,326.666667,12012.6667,39,0.03070714,Silver,Billing Problem,15.3,0,0,0,,0
Churn,1,71776,17072.3333,126861,17,-0.7627417,Silver,Billing Problem,9.8,0,0,0,,0
No Churn,0,21567,9763.66667,36916,39,0.1836294,Silver,Billing Problem,9.3,0,0,0,,0
Churn,1,51666,16616.3333,94775,39,-0.7562582,Silver,Billing Problem,18.8,0,0,0,,0
No Churn,0,10169,691,3536.66667,30,-0.8269231,Gold,Moving,3,0,0,0,,0
Churn,1,19783,17907.3333,20810.3333,39,-0.7128205,Silver,Billing Problem,17,0,0,0,,0
No Churn,0,5606,2126.33333,14212,39,-0.1569296,Silver,Moving,6.7,0,0,0,,0
No Churn,0,22162,26169,112064,39,-0.0156199,Silver,Billing Problem,9.5,0,0,0,,0
Churn,1,12712,5440,75186.6667,15,-0.9917582,Silver,Call Quality,13.5,0,0,0,,0
No Churn,0,21399,322.333333,5084.33333,30,-1,Silver,Moving,5,0,0,0,,0
Churn,1,28046,4463,70163.6667,18,-1,Silver,Call Quality,18.5,0,0,0,,0
No Churn,0,11016,41.6666667,10527,25,0.24590164,Silver,Moving,1,0,0,0,,0
No Churn,0,34410,1661,24036,16,0.1910287,Silver,Check Account,0,0,0,0,,0
No Churn,0,14386,4077.33333,36528.3333,15,-0.0105993,Silver,Billing Problem,8.4,0,0,0,,0
No Churn,0,11196,6106.66667,24676.6667,15,-0.1320163,Silver,Check Account,30.5,0,0,0,,0
No Churn,0,21313,9554,36577.6667,25,0.31748252,Silver,Billing Problem,3.2,0,0,0,,0
No Churn,0,8404,5212.66667,5599.66667,18,-0.1296296,Silver,Billing Problem,17.7,0,0,0,,0
Churn,1,29154,4238.66667,11128.3333,38,-0.7593583,Gold,Billing Problem,10.8,0,0,0,,0
No Churn,0,10287,1248.66667,5552.33333,21,-0.0706522,Silver,Billing Problem,3,0,0,0,,0
No Churn,0,12712,16732.3333,35162,25,0.15285074,Silver,Billing Problem,6.5,0,0,0,,0
Churn,1,20345,6129.33333,120502.667,38,-0.528,Silver,Billing Problem,7.1,0,0,0,,0
Churn,1,6338,2509,5306.33333,38,-0.96,Gold,Call Quality,24.4,0,0,0,,0
No Churn,0,6426,318.333333,1315,38,-0.1038961,Gold,Billing Problem,4,0,0,0,,0
No Churn,0,27886,6557.33333,60037.3333,18,0.33248731,Silver,Billing Problem,10,0,0,0,,0
Churn,1,8474,1172.33333,5699,15,-0.1582978,Silver,Billing Problem,20.2,0,0,0,,0
Churn,1,21645,3125.66667,10683,38,-0.42,Gold,Billing Problem,1,0,0,0,,0
Churn,1,18934,4257.33333,13667.6667,25,-0.9508197,Silver,Billing Problem,14.6,0,0,0,,0
Churn,1,30473,7353,34548.6667,25,-0.9508197,Silver,Billing Problem,14.6,0,0,0,,0
Churn,1,12982,2256,38551,25,-0.9508197,Silver,Billing Problem,14.6,0,0,0,,0
No Churn,0,12935,1626,4856,37,-1,Silver,Billing Problem,24.8,0,0,0,,0
Churn,1,27446,9139.66667,27041.6667,15,-0.0912155,Silver,Billing Problem,10.7,0,0,0,,0
Churn,1,12464,598.666667,1129,37,-1,Silver,Call Quality,18.8,0,0,0,,0
No Churn,0,18591,4539.33333,59274.3333,37,0.11960106,Silver,Billing Problem,4.6,0,0,0,,0
Churn,1,12754,6581.66667,13720.6667,37,-0.8940326,Silver,Billing Problem,28.3,0,0,0,,0
No Churn,0,27277,11101.6667,39568.6667,21,0.55443213,Silver,Moving,4,0,0,0,,0
Churn,1,15097,2745.33333,19655.6667,37,0.8789309,Silver,Billing Problem,28,0,0,0,,0
No Churn,0,14725,17484.6667,9512,37,-0.2557511,Silver,Billing Problem,4,0,0,0,,0
Churn,1,12966,11922,29303.3333,37,-1,Silver,Call Quality,7.7,0,0,0,,0
No Churn,0,12600,7951.66667,31682,36,-0.2111983,Silver,Check Account,0,0,0,0,,0
Churn,1,10936,13523.3333,19305,36,-0.502551,Silver,Billing Problem,27,0,0,0,,0
Churn,1,39707,7859.66667,15704.3333,21,-1,Silver,Call Quality,42.3,0,0,0,,0
No Churn,0,53297,664,11559.6667,36,-0.4054054,Silver,Billing Problem,4,0,0,0,,0
Churn,1,17834,13435.3333,73537.6667,36,-1,Silver,Call Quality,3,0,0,0,,0
No Churn,0,34960,6484,36446.3333,36,-0.0970043,Silver,Billing Problem,6.8,0,0,0,,0
Churn,1,16413,35475.6667,57697.3333,36,-0.231377,Silver,Billing Problem,6,0,0,0,,0
No Churn,0,10169,4756.66667,25323,30,-0.069869,Silver,Moving,6,0,0,0,,0
No Churn,0,12288,1706.66667,17969.6667,34,-0.0767205,Silver,Check Account,0,0,0,0,,0
Churn,1,38954,15748.6667,22873.6667,32,-1,Silver,Billing Problem,26,0,0,0,,0
No Churn,0,23936,3421.33333,46059.6667,35,-0.0064725,Silver,Billing Problem,6.2,0,0,0,,0
No Churn,0,13715,6699.33333,23014.6667,35,-0.0268097,Silver,Call Quality,5.5,0,0,0,,0
No Churn,0,15209,6577,6739.66667,15,-0.2214212,Silver,Billing Problem,4.5,0,0,0,,0
Churn,1,18843,7829.66667,50356.3333,35,-0.0307796,Silver,Call Quality,15.6,0,0,0,,0
Churn,1,15254,6138.66667,95850.6667,35,-0.7185276,Silver,Call Quality,35,0,0,0,,0
No Churn,0,4594,430,4492.33333,35,-0.1219512,Gold,Billing Problem,7.8,0,0,0,,0
Churn,1,14407,7531,12640,35,0.49315068,Silver,Billing Problem,15.4,0,0,0,,0
Churn,1,38991,13251.3333,89381.6667,35,-0.8918865,Silver,Call Quality,14,0,0,0,,0
No Churn,0,37171,2469,52903.3333,35,-0.187291,Silver,Billing Problem,4,0,0,0,,0
No Churn,0,12626,4037,38451,35,0.29113924,Silver,Billing Problem,2.3,0,0,0,,0
Churn,1,14638,13122,43900.6667,29,-0.0869565,Silver,Call Quality,18,0,0,0,,0
No Churn,0,14540,6913.66667,31782,26,-0.2635542,Silver,Billing Problem,7.6,0,0,0,,0
Churn,1,17129,9574.33333,50926.3333,34,-0.8747253,Silver,Billing Problem,13,0,0,0,,0
No Churn,0,61185,19746,61658.3333,18,0.36684492,Silver,Billing Problem,8.7,0,0,0,,0
Churn,1,10169,836,4947.33333,34,0.31034483,Silver,Billing Problem,11.4,0,0,0,,0
No Churn,0,28772,3617.66667,8962,34,-0.0347826,Gold,Billing Problem,12.6,0,0,0,,0
No Churn,0,21186,8009.66667,19984,34,0.16883117,Silver,Moving,0,0,0,0,,0
No Churn,0,5346,8060.33333,6717.33333,18,2.2345113,Silver,Billing Problem,8.3,0,0,0,,0
Churn,1,10632,969.333333,1804,34,-1,Gold,Billing Problem,28.8,0,0,0,,0
Churn,1,16562,9302.66667,56777.3333,33,-1,Silver,Call Quality,0,0,0,0,,0
No Churn,0,20697,11056.3333,34765.3333,33,-0.109589,Silver,Billing Problem,13.5,0,0,0,,0
No Churn,0,14643,4960.66667,16748.6667,33,0.12997347,Silver,Moving,1,0,0,0,,0
Churn,1,11565,4104.66667,30601,33,-0.3412698,Silver,Billing Problem,12.7,0,0,0,,0
